geoid,weighted_wfp,e_pop,state
55091,0,7262,WISCONSIN
4001,11.75316008,71522,ARIZONA
29121,0,15254,MISSOURI
48279,9.085984419,13262,TEXAS
20097,33.43122519,2526,KANSAS
48015,0.756560283,29565,TEXAS
29061,0,8302,MISSOURI
13253,0,8437,GEORGIA
26101,0,24444,MICHIGAN
19119,0,11769,IOWA
48233,14.19963488,21571,TEXAS
40139,1.42577048,21121,OKLAHOMA
40153,10.5624877,20967,OKLAHOMA
19003,0,3726,IOWA
6101,16.3240183,95872,CALIFORNIA
42105,0,16937,PENNSYLVANIA
48465,25.81232646,49027,TEXAS
20077,2.661121066,5673,KANSAS
19133,1.170415989,8796,IOWA
49023,6.142744513,10948,UTAH
40137,43.69572104,43983,OKLAHOMA
36017,0,48348,NEW YORK
17143,0,184463,ILLINOIS
19091,0,9566,IOWA
31177,0,20219,NEBRASKA
55049,0,23620,WISCONSIN
27097,52.33422291,32949,MINNESOTA
42003,0,1225561,PENNSYLVANIA
29205,0,6061,MISSOURI
39097,0,43988,OHIO
20201,5.9262111,5525,KANSAS
17019,0,209448,ILLINOIS
16087,70.69676114,10025,IDAHO
17045,0,17539,ILLINOIS
8121,0,4840,COLORADO
39065,0,31542,OHIO
26113,5.502831435,15006,MICHIGAN
38093,2.303254135,21064,NORTH DAKOTA
29203,2.245977412,8246,MISSOURI
48423,73.08352421,225015,TEXAS
40143,21.84677752,642781,OKLAHOMA
40091,56.31992884,19819,OKLAHOMA
48395,0,16890,TEXAS
48171,72.26417473,26208,TEXAS
26125,0,1250843,MICHIGAN
38033,10.87039383,1882,NORTH DAKOTA
56027,5.194959356,2448,WYOMING
27117,0.874630145,9185,MINNESOTA
51099,0,25890,VIRGINIA
53025,11.90258747,94860,WASHINGTON
27129,0.062982308,14721,MINNESOTA
12001,0,263148,FLORIDA
31091,16.78702069,691,NEBRASKA
51147,0,22956,VIRGINIA
49007,53.01955531,20356,UTAH
42017,2.031213139,626370,PENNSYLVANIA
46059,34.77669854,3301,SOUTH DAKOTA
42081,0,114859,PENNSYLVANIA
16057,46.08349944,39239,IDAHO
13237,48.12320578,21503,GEORGIA
51640,0,6638,VIRGINIA
35037,26.69802511,8373,NEW MEXICO
48269,43.14067233,228,TEXAS
5073,0.000591648,6915,ARKANSAS
48451,61.48553981,117466,TEXAS
12049,76.18311753,27228,FLORIDA
39025,0,203216,OHIO
48501,28.57810208,8571,TEXAS
41071,0,103820,OREGON
19115,0,11223,IOWA
20049,65.82833374,2562,KANSAS
39121,0,14443,OHIO
39137,0,33969,OHIO
48425,54.36472982,8743,TEXAS
42075,0,138674,PENNSYLVANIA
30035,17.86993921,13699,MONTANA
32027,0,6611,NEVADA
27087,37.72887933,5506,MINNESOTA
34031,71.85424626,504041,NEW JERSEY
30047,50.14943307,29774,MONTANA
48261,0.111842637,595,TEXAS
48033,74.02520807,665,TEXAS
29157,0,19146,MISSOURI
48411,60.64741151,5962,TEXAS
40073,0.258325676,15618,OKLAHOMA
48051,0,17863,TEXAS
36035,0.053169081,53743,NEW YORK
28133,0,26532,MISSISSIPPI
27053,12.29139662,1235478,MINNESOTA
42027,0,161443,PENNSYLVANIA
48025,0,32691,TEXAS
47077,0,27859,TENNESSEE
19171,0,17136,IOWA
20175,6.73049E-05,22692,KANSAS
19135,0,7863,IOWA
31147,0.604632934,8009,NEBRASKA
17021,0,33231,ILLINOIS
12089,0,80578,FLORIDA
12133,8.040168341,24566,FLORIDA
13007,0,3189,GEORGIA
13275,0,44730,GEORGIA
21005,0,22214,KENTUCKY
21185,0,65374,KENTUCKY
13057,85.75316981,241910,GEORGIA
38065,31.92218524,1837,NORTH DAKOTA
26133,0,23232,MICHIGAN
47109,6.954332192,25903,TENNESSEE
53001,9.098338431,19452,WASHINGTON
29057,0.00567267,7590,MISSOURI
22101,0,51734,LOUISIANA
50007,0,162052,VERMONT
22057,0,98214,LOUISIANA
19139,0,42950,IOWA
12113,0,170442,FLORIDA
18101,0,10210,INDIANA
21203,10.11056596,16827,KENTUCKY
21223,0,8637,KENTUCKY
13055,90.10247939,24817,GEORGIA
45033,80.79949431,30871,SOUTH CAROLINA
37103,0.52923039,9695,NORTH CAROLINA
29199,0,4898,MISSOURI
20131,10.62781778,10104,KANSAS
20137,0,5486,KANSAS
31065,0,4786,NEBRASKA
13087,0,26833,GEORGIA
18177,0,66613,INDIANA
21009,0,43680,KENTUCKY
31093,0.108388564,6405,NEBRASKA
38025,12.90441081,4387,NORTH DAKOTA
6005,94.29507915,37829,CALIFORNIA
47049,26.32086543,17994,TENNESSEE
20031,31.08469242,8296,KANSAS
26023,0,43584,MICHIGAN
51031,0.218674482,55170,VIRGINIA
39105,0,23160,OHIO
54067,3.652006767,25324,WEST VIRGINIA
40053,0.209967636,4418,OKLAHOMA
46115,7.788900527,6543,SOUTH DAKOTA
50027,0,55427,VERMONT
48455,16.84766005,14569,TEXAS
35001,11.02000277,677692,NEW MEXICO
13205,0,22432,GEORGIA
21147,27.75562382,17635,KENTUCKY
21191,0,14520,KENTUCKY
21215,0,18246,KENTUCKY
30041,1.132030809,16439,MONTANA
31175,6.100450891,4224,NEBRASKA
48069,3.289550412,7787,TEXAS
24043,0,149811,MARYLAND
21133,57.89875278,22676,KENTUCKY
34033,7.389030321,63336,NEW JERSEY
51680,0,80131,VIRGINIA
5125,2.08441805,118009,ARKANSAS
54053,0,26939,WEST VIRGINIA
54021,0,8205,WEST VIRGINIA
28063,4.564608921,7346,MISSISSIPPI
38079,3.764669503,14603,NORTH DAKOTA
30103,8.4729718,777,MONTANA
21049,0,35872,KENTUCKY
26005,0,115250,MICHIGAN
47005,0,16112,TENNESSEE
27015,0,25211,MINNESOTA
47137,2.041751755,5088,TENNESSEE
51109,1.327410181,35380,VIRGINIA
18145,0,44399,INDIANA
39049,0,1275333,OHIO
49021,3.222508022,49691,UTAH
32009,0.227600038,981,NEVADA
26083,0,2130,MICHIGAN
49039,19.96910155,29366,UTAH
20093,0,3932,KANSAS
12009,25.51681135,576808,FLORIDA
18105,0,145403,INDIANA
19117,0,8597,IOWA
21239,0,26097,KENTUCKY
45053,75.02093151,27900,SOUTH CAROLINA
48043,13.080825,9216,TEXAS
45065,4.641695679,9606,SOUTH CAROLINA
45087,1.412996236,27644,SOUTH CAROLINA
27103,0,33783,MINNESOTA
55075,0,40537,WISCONSIN
53011,2.378493409,465384,WASHINGTON
55099,0,13490,WISCONSIN
18103,0,35901,INDIANA
20053,45.28498586,6293,KANSAS
22123,0,11180,LOUISIANA
12077,0,8365,FLORIDA
20083,0,1842,KANSAS
20119,2.743513457,4261,KANSAS
21149,0,9331,KENTUCKY
28001,0,31547,MISSISSIPPI
28057,2.054265091,23480,MISSISSIPPI
21073,0,50296,KENTUCKY
23009,0,54541,MAINE
23013,0,39823,MAINE
13217,82.28089054,106497,GEORGIA
46049,18.62125422,2322,SOUTH DAKOTA
26061,0,36360,MICHIGAN
30061,83.93220382,4211,MONTANA
47051,0.485444334,41512,TENNESSEE
22029,0,20021,LOUISIANA
22063,0,138111,LOUISIANA
25009,0,781024,MASSACHUSETTS
46019,6.973535257,10177,SOUTH DAKOTA
8035,61.25760614,328614,COLORADO
45079,79.75230479,408263,SOUTH CAROLINA
18095,0,129505,INDIANA
40099,48.50564293,13875,OKLAHOMA
54009,0,22772,WEST VIRGINIA
54013,0,7396,WEST VIRGINIA
51021,0.001065687,6447,VIRGINIA
30111,12.43477142,157816,MONTANA
54043,48.08541871,21078,WEST VIRGINIA
6033,88.72830818,64148,CALIFORNIA
13131,0,24926,GEORGIA
8021,23.96559104,8142,COLORADO
49037,19.80269914,15281,UTAH
18133,0,37559,INDIANA
16047,58.08715029,15169,IDAHO
47167,0,61446,TENNESSEE
22121,0,25860,LOUISIANA
29171,0,4815,MISSOURI
56039,73.12159521,23059,WYOMING
55043,0,51828,WISCONSIN
38059,20.52830656,30544,NORTH DAKOTA
37041,0,14205,NORTH CAROLINA
37021,68.5888186,254474,NORTH CAROLINA
6063,90.01556699,18699,CALIFORNIA
51730,0,31827,VIRGINIA
50023,0,58477,VERMONT
46093,27.00086984,27424,SOUTH DAKOTA
18097,0,944523,INDIANA
5017,0,10826,ARKANSAS
13021,11.04720654,153490,GEORGIA
5115,2.220110188,63644,ARKANSAS
51175,0,17939,VIRGINIA
48183,85.4404959,123494,TEXAS
36087,77.15807178,323686,NEW YORK
5089,3.034599918,16438,ARKANSAS
51800,10.32507742,89160,VIRGINIA
8041,26.85147754,688153,COLORADO
29187,0.484223946,66342,MISSOURI
48475,1.699848085,11586,TEXAS
8061,0.000951686,1449,COLORADO
48487,19.62849348,12906,TEXAS
41015,37.14599499,22507,OREGON
8119,77.44838501,24113,COLORADO
29049,0,20475,MISSOURI
49051,65.01810184,30523,UTAH
16029,28.34115169,6918,IDAHO
37157,2.811983764,91270,NORTH CAROLINA
5117,0,8244,ARKANSAS
5011,0,10948,ARKANSAS
48193,46.18999647,8269,TEXAS
24011,0,32875,MARYLAND
27041,9.81788176,37203,MINNESOTA
30043,49.15019647,11778,MONTANA
51059,0,1143529,VIRGINIA
30023,48.2723488,9100,MONTANA
47001,13.25921301,75775,TENNESSEE
39077,0,58457,OHIO
13005,0,11228,GEORGIA
10001,0,174822,DELAWARE
39173,0,129936,OHIO
13157,30.04572207,65755,GEORGIA
20003,2.499236956,7852,KANSAS
17095,0,50999,ILLINOIS
30107,8.59446352,2149,MONTANA
47015,0,13976,TENNESSEE
23007,0,30019,MAINE
21165,31.06342393,6405,KENTUCKY
46089,10.13732773,2364,SOUTH DAKOTA
8051,25.67605401,16537,COLORADO
26029,0,26219,MICHIGAN
27151,7.405979271,9411,MINNESOTA
39147,0,55475,OHIO
13267,0,25353,GEORGIA
48429,59.8294717,9372,TEXAS
37117,2.576737346,23054,NORTH CAROLINA
30081,70.21283999,41902,MONTANA
13317,14.96551967,9884,GEORGIA
53043,19.17449225,10435,WASHINGTON
6081,63.86838771,765935,CALIFORNIA
39171,0,36936,OHIO
8009,0.257425157,3563,COLORADO
16021,63.23323694,11549,IDAHO
16007,0.261215261,5962,IDAHO
39159,0,55654,OHIO
39035,0,1253783,OHIO
48285,0.710881565,19941,TEXAS
40105,22.87482092,10383,OKLAHOMA
13125,6.738803636,3009,GEORGIA
41059,50.28228696,76898,OREGON
46102,31.01009672,14335,SOUTH DAKOTA
20117,14.65246391,9798,KANSAS
22065,0,11472,LOUISIANA
30105,1.060525808,7532,MONTANA
13313,85.25943782,103849,GEORGIA
20203,0,2143,KANSAS
46023,12.75534994,9344,SOUTH DAKOTA
31027,0.451476996,8523,NEBRASKA
53035,0,262475,WASHINGTON
17111,0,307789,ILLINOIS
30069,14.45856822,432,MONTANA
29033,0,8843,MISSOURI
53075,5.755474562,48593,WASHINGTON
27147,0,36676,MINNESOTA
31169,0.046200931,5098,NEBRASKA
47033,0,14499,TENNESSEE
19079,0,15110,IOWA
39165,0,226564,OHIO
13255,88.10541518,64719,GEORGIA
34019,19.15134068,125051,NEW JERSEY
29217,0,20691,MISSOURI
18121,0,16996,INDIANA
19069,0,10245,IOWA
13035,94.80954141,23750,GEORGIA
8039,5.150483261,25162,COLORADO
44001,0,48900,RHODE ISLAND
48035,49.74204059,18122,TEXAS
44005,0,83075,RHODE ISLAND
39045,0,152910,OHIO
38069,8.410143581,4210,NORTH DAKOTA
17015,0,14562,ILLINOIS
27125,45.15680502,4008,MINNESOTA
41031,63.18684979,23143,OREGON
47021,0,39929,TENNESSEE
46127,11.61469991,15177,SOUTH DAKOTA
1051,7.837007765,81212,ALABAMA
13187,85.80491642,31951,GEORGIA
39083,0,61215,OHIO
19017,0,24782,IOWA
48175,0,7531,TEXAS
37089,67.37950092,113625,NORTH CAROLINA
12061,48.14158496,150984,FLORIDA
48393,13.9647126,885,TEXAS
31049,0,1894,NEBRASKA
36051,0,63907,NEW YORK
19141,0,13911,IOWA
48059,60.08333883,13770,TEXAS
48379,1.418844738,11473,TEXAS
20067,0,7616,KANSAS
51105,54.82230017,24134,VIRGINIA
35051,23.04468434,11135,NEW MEXICO
5043,0,18502,ARKANSAS
31123,9.094669023,4841,NEBRASKA
29015,8.39313879,18989,MISSOURI
5109,1.336535165,10808,ARKANSAS
8077,62.69261667,149998,COLORADO
29065,1.549517113,15504,MISSOURI
51185,9.998542429,42080,VIRGINIA
42103,0,55498,PENNSYLVANIA
42115,0,41340,PENNSYLVANIA
48343,77.42648457,12424,TEXAS
42125,0,207547,PENNSYLVANIA
50001,0,36939,VERMONT
20103,0,80042,KANSAS
26121,0,173043,MICHIGAN
28049,0,241774,MISSISSIPPI
48281,44.92838196,20640,TEXAS
51107,4.320495657,385143,VIRGINIA
29185,3.135155576,9383,MISSOURI
36025,0,45502,NEW YORK
30071,5.780057523,4124,MONTANA
29129,0,3664,MISSOURI
53045,0,62627,WASHINGTON
37127,0.750751943,94003,NORTH CAROLINA
51199,21.6346318,67587,VIRGINIA
29159,0,42371,MISSOURI
30063,69.5922122,115983,MONTANA
20019,59.55838604,3367,KANSAS
48459,86.21830274,40769,TEXAS
51047,4.478792314,50450,VIRGINIA
40061,70.06990112,12704,OKLAHOMA
54069,0,42547,WEST VIRGINIA
54065,0,17624,WEST VIRGINIA
51165,18.77137766,79444,VIRGINIA
18183,0,33649,INDIANA
6093,65.8198621,43540,CALIFORNIA
46037,12.87276001,5506,SOUTH DAKOTA
22071,19.72164138,389648,LOUISIANA
1073,25.18625637,659892,ALABAMA
1127,55.30351829,64493,ALABAMA
29063,0,12564,MISSOURI
12039,0,46017,FLORIDA
13083,92.90594173,16227,GEORGIA
28033,0,176132,MISSISSIPPI
51187,8.560900212,39449,VIRGINIA
17047,0,6507,ILLINOIS
47113,0,97682,TENNESSEE
1111,25.45672172,22574,ALABAMA
37009,3.801702562,26786,NORTH CAROLINA
8033,61.26165318,1841,COLORADO
39089,0,172293,OHIO
51683,0,41457,VIRGINIA
5139,0,39732,ARKANSAS
17071,0,6884,ILLINOIS
1101,0.175945347,226941,ALABAMA
8005,3.299082218,636671,COLORADO
21155,0,19232,KENTUCKY
53057,37.63598424,123907,WASHINGTON
28067,85.45190163,68454,MISSISSIPPI
55021,6.496392493,56954,WISCONSIN
37019,30.98022147,126860,NORTH CAROLINA
27029,51.33649382,8812,MINNESOTA
51131,0,11957,VIRGINIA
20163,0,5118,KANSAS
18041,0,23259,INDIANA
31079,0,61343,NEBRASKA
31081,0,9178,NEBRASKA
31115,16.04154093,585,NEBRASKA
30091,1.692260603,3574,MONTANA
31063,0.007133358,2609,NEBRASKA
1007,14.36586634,22527,ALABAMA
28075,0,77323,MISSISSIPPI
27011,6.749563653,5016,MINNESOTA
27013,0,66322,MINNESOTA
51091,4.740822262,2214,VIRGINIA
51177,0,131412,VIRGINIA
33017,0,128237,NEW HAMPSHIRE
13153,1.562019098,151682,GEORGIA
26041,0.674483199,36190,MICHIGAN
5131,44.87965278,127461,ARKANSAS
6087,68.58442801,273765,CALIFORNIA
13191,0,14120,GEORGIA
13207,68.02353239,27010,GEORGIA
29069,0,30428,MISSOURI
48483,31.08266425,5482,TEXAS
13117,64.55814715,219880,GEORGIA
48409,6.613943258,67046,TEXAS
28147,0,14601,MISSISSIPPI
29137,0,8654,MISSOURI
26073,0,70775,MICHIGAN
48341,27.08322601,21801,TEXAS
45017,82.75829231,14713,SOUTH CAROLINA
56035,40.93414301,9951,WYOMING
21069,2.423327379,14479,KENTUCKY
55019,0,34491,WISCONSIN
45091,24.10895263,258641,SOUTH CAROLINA
18001,0,35195,INDIANA
22005,0,121176,LOUISIANA
42119,0,45114,PENNSYLVANIA
51041,0,339447,VIRGINIA
22001,0,62568,LOUISIANA
42039,0,86164,PENNSYLVANIA
46123,13.71265342,5468,SOUTH DAKOTA
19077,0,10674,IOWA
19183,0,22143,IOWA
46111,23.25231468,2388,SOUTH DAKOTA
40051,26.84415626,54733,OKLAHOMA
54039,9.565178634,185710,WEST VIRGINIA
55109,0.704336555,87917,WISCONSIN
42121,0,52376,PENNSYLVANIA
39153,0,541810,OHIO
13127,0,83974,GEORGIA
48479,0,272053,TEXAS
37123,87.71063486,27338,NORTH CAROLINA
23003,0,68269,MAINE
28065,24.41042183,11495,MISSISSIPPI
18175,0,27827,INDIANA
48031,71.4849472,11279,TEXAS
51025,0,16665,VIRGINIA
47045,0,37576,TENNESSEE
47053,0,49175,TENNESSEE
51149,0,37894,VIRGINIA
5075,0,16669,ARKANSAS
38027,26.12861827,2313,NORTH DAKOTA
53053,19.11946216,859840,WASHINGTON
16063,29.49649398,5321,IDAHO
42071,0,538347,PENNSYLVANIA
55057,9.822399583,26419,WISCONSIN
47151,30.29563886,21954,TENNESSEE
46031,24.20463795,4168,SOUTH DAKOTA
46053,8.642667017,4201,SOUTH DAKOTA
37181,0,44482,NORTH CAROLINA
21033,0,12727,KENTUCKY
45011,35.43088456,21577,SOUTH CAROLINA
47039,2.046485768,11683,TENNESSEE
18009,0,12129,INDIANA
1055,9.173024666,102939,ALABAMA
16025,65.57738858,886,IDAHO
20155,45.29995282,63101,KANSAS
47119,0,89776,TENNESSEE
56015,0.568465679,13438,WYOMING
55107,0,14183,WISCONSIN
55133,0,398879,WISCONSIN
21079,4.292647712,17328,KENTUCKY
25021,0,698249,MASSACHUSETTS
18063,0,160940,INDIANA
17077,0,58551,ILLINOIS
45043,54.5964762,61605,SOUTH CAROLINA
38041,0.095887195,2576,NORTH DAKOTA
49019,34.50865396,9616,UTAH
49045,0.435381883,65185,UTAH
51650,0,135583,VIRGINIA
55011,0,13167,WISCONSIN
51069,17.65474038,85153,VIRGINIA
54041,0,16276,WEST VIRGINIA
27119,26.87050056,31591,MINNESOTA
27127,0,15331,MINNESOTA
47047,0,39692,TENNESSEE
22089,12.77269842,52724,LOUISIANA
5111,0,24054,ARKANSAS
12045,9.900884613,16055,FLORIDA
47063,0,63740,TENNESSEE
1021,25.28330215,43930,ALABAMA
48351,0.751037202,14057,TEXAS
48219,4.984209838,23162,TEXAS
13009,88.02142524,45286,GEORGIA
37175,24.17807935,33513,NORTH CAROLINA
37171,11.33017354,72099,NORTH CAROLINA
1031,0,51288,ALABAMA
39149,0,48797,OHIO
16027,18.67483753,212230,IDAHO
30019,0.543681399,1753,MONTANA
12073,0,288102,FLORIDA
40119,37.85650316,81512,OKLAHOMA
1039,0,37351,ALABAMA
18093,0,45619,INDIANA
20069,0,6037,KANSAS
21045,0,15796,KENTUCKY
21169,0,10004,KENTUCKY
21207,0,17760,KENTUCKY
22011,0,36769,LOUISIANA
23025,0,50710,MAINE
40025,0.668188405,2189,OKLAHOMA
21163,0,28326,KENTUCKY
21179,0,45388,KENTUCKY
21187,0,10741,KENTUCKY
29155,0,17031,MISSOURI
31125,2.029120199,3554,NEBRASKA
55078,0,4579,WISCONSIN
48365,49.34608311,23440,TEXAS
21011,1.863221141,12268,KENTUCKY
48001,35.51873287,57863,TEXAS
51033,0,30184,VIRGINIA
19167,0.030621151,34825,IOWA
6021,54.96466089,27897,CALIFORNIA
29510,0,311273,MISSOURI
13111,69.12171476,24925,GEORGIA
46051,18.18417349,7217,SOUTH DAKOTA
46091,31.29189934,4895,SOUTH DAKOTA
53067,0,274684,WASHINGTON
31107,14.379409,8460,NEBRASKA
35061,7.000631515,75956,NEW MEXICO
30079,0.96132483,1342,MONTANA
19005,0,13880,IOWA
48061,23.38406058,421750,TEXAS
48339,10.054155,554445,TEXAS
8071,18.27330815,14179,COLORADO
48299,74.65542306,20640,TEXAS
48319,69.69896136,4161,TEXAS
37043,28.65215906,10813,NORTH CAROLINA
36071,80.47010833,378227,NEW YORK
36093,73.45328188,154883,NEW YORK
54059,65.43885767,24741,WEST VIRGINIA
20197,73.57462365,6888,KANSAS
27055,0,18663,MINNESOTA
21181,0,7100,KENTUCKY
25023,0,512135,MASSACHUSETTS
36005,47.34818458,1437872,NEW YORK
37055,0,35741,NORTH CAROLINA
39103,0,177257,OHIO
42005,0,66331,PENNSYLVANIA
34001,3.849325275,268539,NEW JERSEY
55071,0,79407,WISCONSIN
55029,0,27439,WISCONSIN
37047,80.70305072,56293,NORTH CAROLINA
39053,1.370767571,30195,OHIO
48441,55.91775528,136348,TEXAS
51570,0,17593,VIRGINIA
39031,0,36574,OHIO
31135,0,2907,NEBRASKA
48205,5.361682045,5767,TEXAS
8049,22.44563535,15066,COLORADO
48249,0.711729369,41192,TEXAS
19189,0,10571,IOWA
6079,36.53657462,281455,CALIFORNIA
1067,0,17124,ALABAMA
39175,0,22107,OHIO
48505,0,14369,TEXAS
13177,75.5979753,29348,GEORGIA
21019,38.33107956,48091,KENTUCKY
27019,1.456477938,100416,MINNESOTA
31037,0,10760,NEBRASKA
45025,87.73380172,46024,SOUTH CAROLINA
47101,0,11956,TENNESSEE
41067,0,581821,OREGON
51810,1.949617748,450135,VIRGINIA
30057,38.67190671,8218,MONTANA
51103,0,10804,VIRGINIA
29013,0,16374,MISSOURI
33001,0,60640,NEW HAMPSHIRE
51159,0,8878,VIRGINIA
53021,9.545407371,90660,WASHINGTON
19093,0,6916,IOWA
20173,14.2710484,512064,KANSAS
48453,29.89999212,1203166,TEXAS
12057,35.46099783,1378883,FLORIDA
34021,32.89924244,368762,NEW JERSEY
31023,0,8067,NEBRASKA
42129,0,354751,PENNSYLVANIA
12015,16.18687756,176954,FLORIDA
19029,0,13191,IOWA
39107,0,40806,OHIO
21115,64.90950942,22843,KENTUCKY
44003,0,163861,RHODE ISLAND
50025,0,43150,VERMONT
50019,0,26911,VERMONT
20085,14.51926321,13318,KANSAS
22041,0,20322,LOUISIANA
28155,0,9828,MISSISSIPPI
25011,0,70935,MASSACHUSETTS
31031,31.2531284,5790,NEBRASKA
30001,37.13162598,9393,MONTANA
29143,0,17811,MISSOURI
5057,0,22018,ARKANSAS
29029,9.485104505,45096,MISSOURI
51117,0,30847,VIRGINIA
21233,0,13155,KENTUCKY
40047,0.048398855,62190,OKLAHOMA
53059,64.73196148,11620,WASHINGTON
26091,0,98474,MICHIGAN
13123,74.3253989,29922,GEORGIA
27135,19.69736184,15462,MINNESOTA
28089,27.47652864,103498,MISSISSIPPI
48227,46.162507,36667,TEXAS
54099,52.69352615,40708,WEST VIRGINIA
