fips,state,rpl_themes,e_pop
47137,TENNESSEE,0.4153,5088
47139,TENNESSEE,0.4904,16782
47141,TENNESSEE,0.6182,76440
47143,TENNESSEE,0.8207,32628
47145,TENNESSEE,0.3844,52897
47147,TENNESSEE,0.4287,69344
47149,TENNESSEE,0.3268,307128
47151,TENNESSEE,0.7637,21954
47153,TENNESSEE,0.572,14730
47155,TENNESSEE,0.6111,96287
47157,TENNESSEE,0.7847,937005
47159,TENNESSEE,0.2608,19458
47161,TENNESSEE,0.4086,13301
47163,TENNESSEE,0.5411,156734
47165,TENNESSEE,0.2057,179473
47167,TENNESSEE,0.45,61446
47169,TENNESSEE,0.522,9573
47171,TENNESSEE,0.7981,17780
47173,TENNESSEE,0.6672,19293
47175,TENNESSEE,0.6025,5704
47177,TENNESSEE,0.8322,40454
47179,TENNESSEE,0.4589,127055
47181,TENNESSEE,0.7624,16649
47183,TENNESSEE,0.6583,33626
47185,TENNESSEE,0.5984,26580
47187,TENNESSEE,0.021,218648
47189,TENNESSEE,0.1465,132663
48001,TEXAS,0.7946,57863
48003,TEXAS,0.4736,17818
48005,TEXAS,0.9771,87607
48007,TEXAS,0.8019,24763
48009,TEXAS,0.0898,8789
48011,TEXAS,0.1599,1916
48013,TEXAS,0.8497,48828
48015,TEXAS,0.4936,29565
48017,TEXAS,0.8003,7092
48019,TEXAS,0.5076,21763
48021,TEXAS,0.7459,82577
48023,TEXAS,0.1554,3591
48025,TEXAS,0.9694,32691
48027,TEXAS,0.8051,342236
48029,TEXAS,0.8258,1925865
48031,TEXAS,0.2783,11279
48033,TEXAS,0.0621,665
48035,TEXAS,0.6175,18122
48037,TEXAS,0.8529,93858
48039,TEXAS,0.5134,353999
48041,TEXAS,0.6532,219193
48043,TEXAS,0.6573,9216
48045,TEXAS,0.4564,1546
48047,TEXAS,1,7180
48049,TEXAS,0.6277,37834
48051,TEXAS,0.608,17863
48053,TEXAS,0.5299,45750
48055,TEXAS,0.8732,41401
48057,TEXAS,0.8618,21807
48059,TEXAS,0.2968,13770
48061,TEXAS,0.9758,421750
48063,TEXAS,0.9019,12813
48065,TEXAS,0.0338,6032
48067,TEXAS,0.7841,30087
48069,TEXAS,0.7774,7787
48071,TEXAS,0.4108,40292
48073,TEXAS,0.9191,51903
48075,TEXAS,0.75,7226
48077,TEXAS,0.3182,10387
48079,TEXAS,0.8608,2904
48081,TEXAS,0.6204,3275
48083,TEXAS,0.4185,8391
48085,TEXAS,0.1506,944350
48087,TEXAS,0.8876,2996
48089,TEXAS,0.6847,21022
48091,TEXAS,0.2379,135097
48093,TEXAS,0.7264,13495
48095,TEXAS,0.4283,4233
48097,TEXAS,0.6226,39571
48099,TEXAS,0.7809,75389
48101,TEXAS,0.9363,1623
48103,TEXAS,0.4739,4839
48105,TEXAS,0.6892,3633
48107,TEXAS,0.9395,5861
48109,TEXAS,0.9971,2241
48111,TEXAS,0.5503,7243
48113,TEXAS,0.7538,2586552
48115,TEXAS,0.9475,12964
48117,TEXAS,0.8411,18899
48119,TEXAS,0.5704,5215
48121,TEXAS,0.221,807047
48123,TEXAS,0.8229,20435
48125,TEXAS,0.8796,2216
48127,TEXAS,0.9997,10663
48129,TEXAS,0.4525,3387
48131,TEXAS,0.9994,11355
48133,TEXAS,0.8067,18270
48135,TEXAS,0.7924,158342
48137,TEXAS,0.4385,2055
48139,TEXAS,0.3924,168838
48141,TEXAS,0.9535,837654
48143,TEXAS,0.6252,41482
48145,TEXAS,0.9799,17299
48147,TEXAS,0.5758,34175
48149,TEXAS,0.4363,25066
48151,TEXAS,0.4312,3883
48153,TEXAS,0.8299,5872
48155,TEXAS,0.4783,1408
48157,TEXAS,0.2873,739342
48159,TEXAS,0.5277,10679
48161,TEXAS,0.843,19709
48163,TEXAS,0.9866,19394
48165,TEXAS,0.6825,20321
48167,TEXAS,0.585,327089
48169,TEXAS,0.7213,6288
48171,TEXAS,0.3573,26208
48173,TEXAS,0.1761,1430
48175,TEXAS,0.5815,7531
48177,TEXAS,0.8959,20667
48179,TEXAS,0.8446,22685
48181,TEXAS,0.6592,128560
48183,TEXAS,0.8825,123494
48185,TEXAS,0.8602,27630
48187,TEXAS,0.4344,155137
48189,TEXAS,0.9312,34113
48191,TEXAS,0.95,3074
48193,TEXAS,0.6083,8269
48195,TEXAS,0.7615,5547
48197,TEXAS,0.728,3952
48199,TEXAS,0.2532,56379
48201,TEXAS,0.7236,4602523
48203,TEXAS,0.7306,66645
48205,TEXAS,0.5344,5767
48207,TEXAS,0.9755,5809
48209,TEXAS,0.4924,204150
48211,TEXAS,0.7427,4061
48213,TEXAS,0.7201,80460
48215,TEXAS,0.978,849389
48217,TEXAS,0.8707,35399
48219,TEXAS,0.9025,23162
48221,TEXAS,0.2602,56901
48223,TEXAS,0.7067,36240
48225,TEXAS,0.9131,22955
48227,TEXAS,0.9153,36667
48229,TEXAS,0.9825,4098
48231,TEXAS,0.8341,92152
48233,TEXAS,0.6631,21571
48235,TEXAS,0.2013,1524
48237,TEXAS,0.6538,8842
48239,TEXAS,0.6774,14820
48241,TEXAS,0.8239,35504
48243,TEXAS,0.3611,2234
48245,TEXAS,0.8567,255210
48247,TEXAS,0.9917,5282
48249,TEXAS,0.9226,41192
48251,TEXAS,0.5073,163475
48253,TEXAS,0.6328,19891
48255,TEXAS,0.8424,15387
48257,TEXAS,0.5691,118910
48259,TEXAS,0.2283,41982
48261,TEXAS,0.7328,595
48263,TEXAS,0.4427,749
48265,TEXAS,0.6959,51365
48267,TEXAS,0.5885,4408
48269,TEXAS,0.1955,228
48271,TEXAS,0.8561,3675
48273,TEXAS,0.9834,31425
48275,TEXAS,0.7962,3733
48277,TEXAS,0.8357,49532
48279,TEXAS,0.8975,13262
48281,TEXAS,0.5443,20640
48283,TEXAS,0.8191,7409
48285,TEXAS,0.6879,19941
48287,TEXAS,0.6752,16952
48289,TEXAS,0.6156,17098
48291,TEXAS,0.9427,81862
48293,TEXAS,0.9532,23515
48295,TEXAS,0.4605,3469
48297,TEXAS,0.6917,12123
48299,TEXAS,0.4666,20640
48301,TEXAS,0.7573,102
48303,TEXAS,0.7497,301454
48305,TEXAS,0.8908,5808
48307,TEXAS,0.7395,8098
48309,TEXAS,0.8436,248429
48311,TEXAS,0.7631,662
48313,TEXAS,0.8376,14128
48315,TEXAS,0.6885,10083
48317,TEXAS,0.4239,5614
48319,TEXAS,0.357,4161
48321,TEXAS,0.9067,36743
48323,TEXAS,0.9742,57970
48325,TEXAS,0.6697,49334
48327,TEXAS,0.5854,2123
48329,TEXAS,0.4748,164194
48331,TEXAS,0.7627,24664
48333,TEXAS,0.7688,4902
48335,TEXAS,0.6213,8558
48337,TEXAS,0.5841,19409
48339,TEXAS,0.3914,554445
48341,TEXAS,0.699,21801
48343,TEXAS,0.7299,12424
48345,TEXAS,0.7003,1156
48347,TEXAS,0.9822,65558
48349,TEXAS,0.9662,48583
48351,TEXAS,0.7207,14057
48353,TEXAS,0.8866,14966
48355,TEXAS,0.8363,360486
48357,TEXAS,0.5787,10348
48359,TEXAS,0.4322,2090
48361,TEXAS,0.5812,84047
48363,TEXAS,0.8799,28317
48365,TEXAS,0.6952,23440
48367,TEXAS,0.2561,129802
48369,TEXAS,0.7576,9852
48371,TEXAS,0.8213,15797
48373,TEXAS,0.9121,47837
48375,TEXAS,0.9248,120899
48377,TEXAS,0.9981,7123
48379,TEXAS,0.4016,11473
48381,TEXAS,0.2204,132475
48383,TEXAS,0.4806,3752
48385,TEXAS,0.7169,3389
48387,TEXAS,0.565,12275
48389,TEXAS,0.7803,15125
48391,TEXAS,0.9414,7236
48393,TEXAS,0.0911,885
48395,TEXAS,0.7529,16890
48397,TEXAS,0.1124,93642
48399,TEXAS,0.5449,10310
48401,TEXAS,0.7965,53595
48403,TEXAS,0.5309,10458
48405,TEXAS,0.8889,8327
48407,TEXAS,0.6869,27819
48409,TEXAS,0.8309,67046
48411,TEXAS,0.7315,5962
48413,TEXAS,0.5857,3061
48415,TEXAS,0.6994,17239
48417,TEXAS,0.685,3311
48419,TEXAS,0.9522,25478
48421,TEXAS,0.4611,3058
48423,TEXAS,0.7462,225015
48425,TEXAS,0.5605,8743
48427,TEXAS,0.9815,63894
48429,TEXAS,0.885,9372
48431,TEXAS,0.4127,1141
48433,TEXAS,0.3236,1385
48435,TEXAS,0.6041,3865
48437,TEXAS,0.9701,7484
48439,TEXAS,0.5475,2019977
48441,TEXAS,0.6933,136348
48443,TEXAS,0.4713,862
48445,TEXAS,0.9876,12615
48447,TEXAS,0.2678,1567
48449,TEXAS,0.8901,32730
48451,TEXAS,0.6643,117466
48453,TEXAS,0.3812,1203166
48455,TEXAS,0.8016,14569
48457,TEXAS,0.8834,21496
48459,TEXAS,0.5898,40769
48461,TEXAS,0.6519,3634
48463,TEXAS,0.9548,27009
48465,TEXAS,0.9678,49027
48467,TEXAS,0.5589,54368
48469,TEXAS,0.7834,91970
48471,TEXAS,0.6997,71539
48473,TEXAS,0.8331,49987
48475,TEXAS,0.6494,11586
48477,TEXAS,0.7312,34796
48479,TEXAS,0.9497,272053
48481,TEXAS,0.8758,41551
48483,TEXAS,0.6962,5482
48485,TEXAS,0.8166,131818
48487,TEXAS,0.9083,12906
48489,TEXAS,0.9892,21754
48491,TEXAS,0.2016,527057
48493,TEXAS,0.4436,48198
48495,TEXAS,0.6541,7802
48497,TEXAS,0.5768,64639
48499,TEXAS,0.6322,43815
48501,TEXAS,0.492,8571
48503,TEXAS,0.5532,18114
48505,TEXAS,0.9895,14369
48507,TEXAS,0.9987,12131
49001,UTAH,0.2522,6443
49003,UTAH,0.1592,53001
49005,UTAH,0.3201,122336
49007,UTAH,0.5615,20356
49009,UTAH,0.0755,612
49011,UTAH,0.0796,340621
49013,UTAH,0.4822,20219
49015,UTAH,0.2627,10248
49017,UTAH,0.4592,5017
49019,UTAH,0.5213,9616
49021,UTAH,0.4525,49691
49023,UTAH,0.2331,10948
49025,UTAH,0.1054,7350
49027,UTAH,0.3554,12733
49029,UTAH,0.0003,11391
49031,UTAH,0.2713,1904
49033,UTAH,0.1971,2350
49035,UTAH,0.3229,1120805
49037,UTAH,0.9752,15281
49039,UTAH,0.6019,29366
49041,UTAH,0.3261,21118
49043,UTAH,0.05,40511
49045,UTAH,0.3143,65185
49047,UTAH,0.4838,36323
49049,UTAH,0.278,590440
49051,UTAH,0.0643,30523
49053,UTAH,0.4143,160537
49055,UTAH,0.2908,2694
49057,UTAH,0.4271,247731
50001,VERMONT,0.0965,36939
50003,VERMONT,0.2924,35920
50005,VERMONT,0.2672,30425
50007,VERMONT,0.1831,162052
50009,VERMONT,0.2067,6208
50011,VERMONT,0.1111,49025
50013,VERMONT,0.0025,6965
50015,VERMONT,0.1309,25268
50017,VERMONT,0.172,28937
50019,VERMONT,0.4258,26911
50021,VERMONT,0.2787,59273
50023,VERMONT,0.1752,58477
50025,VERMONT,0.3054,43150
50027,VERMONT,0.128,55427
51001,VIRGINIA,0.8025,32742
51003,VIRGINIA,0.1732,106355
51005,VIRGINIA,0.4462,15286
51007,VIRGINIA,0.3166,12854
51009,VIRGINIA,0.4682,31882
51011,VIRGINIA,0.3637,15577
51013,VIRGINIA,0.1401,231803
51015,VIRGINIA,0.149,74701
51017,VIRGINIA,0.2471,4393
51019,VIRGINIA,0.0984,77908
51021,VIRGINIA,0.3449,6447
51023,VIRGINIA,0.0414,33222
51025,VIRGINIA,0.8955,16665
51027,VIRGINIA,0.7545,22138
51029,VIRGINIA,0.7901,17004
51031,VIRGINIA,0.2615,55170
51033,VIRGINIA,0.3481,30184
51035,VIRGINIA,0.3369,29738
51036,VIRGINIA,0.2366,6995
51037,VIRGINIA,0.7057,12095
51041,VIRGINIA,0.1799,339447
51043,VIRGINIA,0.1131,14365
51045,VIRGINIA,0.0745,5113
51047,VIRGINIA,0.4882,50450
51049,VIRGINIA,0.5831,9786
51051,VIRGINIA,0.6806,14960
51053,VIRGINIA,0.4182,28308
51057,VIRGINIA,0.5634,11036
51059,VIRGINIA,0.1876,1143529
51061,VIRGINIA,0.0287,69115
51063,VIRGINIA,0.1115,15666
51065,VIRGINIA,0.0631,26282
51067,VIRGINIA,0.401,56233
51069,VIRGINIA,0.1822,85153
51071,VIRGINIA,0.2742,16814
51073,VIRGINIA,0.0366,37161
51075,VIRGINIA,0.0459,22482
51077,VIRGINIA,0.6459,15811
51079,VIRGINIA,0.1631,19410
51081,VIRGINIA,0.814,11659
51083,VIRGINIA,0.6723,34779
51085,VIRGINIA,0.0156,104449
51087,VIRGINIA,0.2573,325642
51089,VIRGINIA,0.8857,51588
51091,VIRGINIA,0.065,2214
51093,VIRGINIA,0.3392,36372
51095,VIRGINIA,0.115,74153
51097,VIRGINIA,0.3245,7052
51099,VIRGINIA,0.0159,25890
51101,VIRGINIA,0.0357,16497
51103,VIRGINIA,0.1583,10804
51105,VIRGINIA,0.8073,24134
51107,VIRGINIA,0.0904,385143
51109,VIRGINIA,0.3325,35380
51111,VIRGINIA,0.8643,12278
51113,VIRGINIA,0.164,13139
51115,VIRGINIA,0.0207,8796
51117,VIRGINIA,0.7768,30847
51119,VIRGINIA,0.2025,10700
51121,VIRGINIA,0.2959,97997
51125,VIRGINIA,0.3,14812
51127,VIRGINIA,0.0061,21103
51131,VIRGINIA,0.6764,11957
51133,VIRGINIA,0.1213,12223
51135,VIRGINIA,0.9096,15500
51137,VIRGINIA,0.465,35612
51139,VIRGINIA,0.3936,23749
51141,VIRGINIA,0.6389,17859
51143,VIRGINIA,0.6427,61676
51145,VIRGINIA,0.0057,28574
51147,VIRGINIA,0.7296,22956
51149,VIRGINIA,0.3175,37894
51153,VIRGINIA,0.3022,456749
51155,VIRGINIA,0.4831,34234
51157,VIRGINIA,0.0213,7332
51159,VIRGINIA,0.6143,8878
51161,VIRGINIA,0.1312,93583
51163,VIRGINIA,0.1433,22509
51165,VIRGINIA,0.3197,79444
51167,VIRGINIA,0.4487,27408
51169,VIRGINIA,0.6758,22009
51171,VIRGINIA,0.3643,43045
51173,VIRGINIA,0.7548,31059
51175,VIRGINIA,0.4755,17939
51177,VIRGINIA,0.2159,131412
51179,VIRGINIA,0.1541,144012
51181,VIRGINIA,0.3659,6600
51183,VIRGINIA,0.9092,11486
51185,VIRGINIA,0.5936,42080
51187,VIRGINIA,0.2564,39449
51191,VIRGINIA,0.3646,54406
51193,VIRGINIA,0.292,17638
51195,VIRGINIA,0.8599,39025
51197,VIRGINIA,0.3965,28940
51199,VIRGINIA,0.1997,67587
51510,VIRGINIA,0.2003,156505
51520,VIRGINIA,0.751,16843
51530,VIRGINIA,0.3242,6399
51540,VIRGINIA,0.4092,47042
51550,VIRGINIA,0.2592,237820
51570,VIRGINIA,0.5685,17593
51580,VIRGINIA,0.4634,5582
51590,VIRGINIA,0.9589,41512
51595,VIRGINIA,0.9567,5381
51600,VIRGINIA,0.2411,23865
51610,VIRGINIA,0.1389,14067
51620,VIRGINIA,0.7175,8211
51630,VIRGINIA,0.5631,28469
51640,VIRGINIA,0.9838,6638
51650,VIRGINIA,0.6675,135583
51660,VIRGINIA,0.793,53391
51670,VIRGINIA,0.9408,22408
51678,VIRGINIA,0.3226,7110
51680,VIRGINIA,0.7369,80131
51683,VIRGINIA,0.4446,41457
51685,VIRGINIA,0.528,16423
51690,VIRGINIA,0.9105,13101
51700,VIRGINIA,0.8156,180145
51710,VIRGINIA,0.7717,245592
51720,VIRGINIA,0.9054,3990
51730,VIRGINIA,0.9643,31827
51735,VIRGINIA,0.0127,12039
51740,VIRGINIA,0.8006,95311
51750,VIRGINIA,0.4124,17630
51760,VIRGINIA,0.7729,223787
51770,VIRGINIA,0.8038,99621
51775,VIRGINIA,0.3089,25519
51790,VIRGINIA,0.4449,24452
51800,VIRGINIA,0.3468,89160
51810,VIRGINIA,0.1889,450135
51820,VIRGINIA,0.6013,21926
51830,VIRGINIA,0.385,14788
51840,VIRGINIA,0.722,27789
53001,WASHINGTON,0.9621,19452
53003,WASHINGTON,0.4248,22337
53005,WASHINGTON,0.514,194168
53007,WASHINGTON,0.678,75757
53009,WASHINGTON,0.6146,74487
53011,WASHINGTON,0.2857,465384
53013,WASHINGTON,0.3146,4001
53015,WASHINGTON,0.7885,105112
53017,WASHINGTON,0.7707,41371
53019,WASHINGTON,0.8223,7576
53021,WASHINGTON,0.8691,90660
53023,WASHINGTON,0.1834,2224
53025,WASHINGTON,0.8452,94860
53027,WASHINGTON,0.8392,71967
53029,WASHINGTON,0.1857,81636
53031,WASHINGTON,0.2414,30856
53033,WASHINGTON,0.2854,2163257
53035,WASHINGTON,0.2825,262475
53037,WASHINGTON,0.2831,44825
53039,WASHINGTON,0.5723,21396
53041,WASHINGTON,0.7889,76947
53043,WASHINGTON,0.1984,10435
53045,WASHINGTON,0.6382,62627
53047,WASHINGTON,0.9255,41638
53049,WASHINGTON,0.736,21281
53051,WASHINGTON,0.536,13219
53053,WASHINGTON,0.4873,859840
53055,WASHINGTON,0.0863,16473
53057,WASHINGTON,0.5382,123907
53059,WASHINGTON,0.2194,11620
53061,WASHINGTON,0.2755,786620
53063,WASHINGTON,0.4825,497875
53065,WASHINGTON,0.4615,44214
53067,WASHINGTON,0.3299,274684
53069,WASHINGTON,0.1809,4189
53071,WASHINGTON,0.6831,60236
53073,WASHINGTON,0.4541,216812
53075,WASHINGTON,0.5108,48593
53077,WASHINGTON,0.9277,249325
54001,WEST VIRGINIA,0.6513,16730
54003,WEST VIRGINIA,0.4433,113495
54005,WEST VIRGINIA,0.7041,22817
54007,WEST VIRGINIA,0.6646,14282
54009,WEST VIRGINIA,0.3306,22772
54011,WEST VIRGINIA,0.6245,95318
54013,WEST VIRGINIA,0.5239,7396
54015,WEST VIRGINIA,0.6885,8785
54017,WEST VIRGINIA,0.3608,8536
54019,WEST VIRGINIA,0.764,44126
54021,WEST VIRGINIA,0.7564,8205
54023,WEST VIRGINIA,0.3675,11641
54025,WEST VIRGINIA,0.5557,35347
54027,WEST VIRGINIA,0.6433,23363
54029,WEST VIRGINIA,0.4051,29680
54031,WEST VIRGINIA,0.285,13842
54033,WEST VIRGINIA,0.4089,68209
54035,WEST VIRGINIA,0.2529,29018
54037,WEST VIRGINIA,0.2255,56179
54039,WEST VIRGINIA,0.5656,185710
54041,WEST VIRGINIA,0.6761,16276
54043,WEST VIRGINIA,0.6057,21078
54045,WEST VIRGINIA,0.7471,33801
54047,WEST VIRGINIA,0.9029,19217
54049,WEST VIRGINIA,0.4939,56497
54051,WEST VIRGINIA,0.2153,31645
54053,WEST VIRGINIA,0.5497,26939
54055,WEST VIRGINIA,0.8089,60486
54057,WEST VIRGINIA,0.5933,27278
54059,WEST VIRGINIA,0.785,24741
54061,WEST VIRGINIA,0.4111,105252
54063,WEST VIRGINIA,0.4662,13467
54065,WEST VIRGINIA,0.1764,17624
54067,WEST VIRGINIA,0.5411,25324
54069,WEST VIRGINIA,0.3108,42547
54071,WEST VIRGINIA,0.358,7056
54073,WEST VIRGINIA,0.4468,7507
54075,WEST VIRGINIA,0.4971,8531
54077,WEST VIRGINIA,0.5732,33837
54079,WEST VIRGINIA,0.0408,56652
54081,WEST VIRGINIA,0.7685,76232
54083,WEST VIRGINIA,0.5806,29065
54085,WEST VIRGINIA,0.364,9932
54087,WEST VIRGINIA,0.6465,14205
54089,WEST VIRGINIA,0.829,13018
54091,WEST VIRGINIA,0.4949,16951
54093,WEST VIRGINIA,0.3672,7027
54095,WEST VIRGINIA,0.2213,8909
54097,WEST VIRGINIA,0.6911,24605
54099,WEST VIRGINIA,0.6006,40708
54101,WEST VIRGINIA,0.7487,8518
54103,WEST VIRGINIA,0.4752,15614
54105,WEST VIRGINIA,0.3748,5797
54107,WEST VIRGINIA,0.3723,85556
54109,WEST VIRGINIA,0.6443,21711
55001,WISCONSIN,0.5685,20073
55003,WISCONSIN,0.55,15712
55005,WISCONSIN,0.3271,45252
55007,WISCONSIN,0.099,14992
55009,WISCONSIN,0.3299,259786
55011,WISCONSIN,0.0576,13167
55013,WISCONSIN,0.1672,15258
55015,WISCONSIN,0.0182,49807
55017,WISCONSIN,0.2105,63635
55019,WISCONSIN,0.535,34491
55021,WISCONSIN,0.1204,56954
55023,WISCONSIN,0.3971,16288
55025,WISCONSIN,0.1688,529843
55027,WISCONSIN,0.2019,87776
55029,WISCONSIN,0.0557,27439
55031,WISCONSIN,0.2748,43402
55033,WISCONSIN,0.1847,44498
55035,WISCONSIN,0.2175,102991
55037,WISCONSIN,0.1452,4337
55039,WISCONSIN,0.2038,102315
55041,WISCONSIN,0.5774,9018
55043,WISCONSIN,0.1939,51828
55045,WISCONSIN,0.0529,36864
55047,WISCONSIN,0.2869,18757
55049,WISCONSIN,0.0131,23620
55051,WISCONSIN,0.3602,5715
55053,WISCONSIN,0.5003,20506
55055,WISCONSIN,0.1854,84652
55057,WISCONSIN,0.378,26419
55059,WISCONSIN,0.5111,168330
55061,WISCONSIN,0.0586,20360
55063,WISCONSIN,0.2089,117850
55065,WISCONSIN,0.1596,16735
55067,WISCONSIN,0.3535,19164
55069,WISCONSIN,0.1013,27848
55071,WISCONSIN,0.1621,79407
55073,WISCONSIN,0.1443,135264
55075,WISCONSIN,0.2971,40537
55077,WISCONSIN,0.2596,15207
55078,WISCONSIN,0.7672,4579
55079,WISCONSIN,0.8061,954209
55081,WISCONSIN,0.4621,45502
55083,WISCONSIN,0.064,37556
55085,WISCONSIN,0.014,35345
55087,WISCONSIN,0.0978,184754
55089,WISCONSIN,0.0134,88284
55091,WISCONSIN,0.1019,7262
55093,WISCONSIN,0.0806,41603
55095,WISCONSIN,0.0873,43349
55097,WISCONSIN,0.1653,70599
55099,WISCONSIN,0.1602,13490
55101,WISCONSIN,0.4551,195398
55103,WISCONSIN,0.3073,17539
55105,WISCONSIN,0.4561,161769
55107,WISCONSIN,0.3465,14183
55109,WISCONSIN,0.0146,87917
55111,WISCONSIN,0.2344,63596
55113,WISCONSIN,0.4268,16370
55115,WISCONSIN,0.1382,41009
55117,WISCONSIN,0.2245,115205
55119,WISCONSIN,0.2,20356
55121,WISCONSIN,0.2812,29438
55123,WISCONSIN,0.3834,30516
55125,WISCONSIN,0.1395,21593
55127,WISCONSIN,0.2688,103013
55129,WISCONSIN,0.108,15689
55131,WISCONSIN,0.0099,134535
55133,WISCONSIN,0.0194,398879
55135,WISCONSIN,0.1815,51444
55137,WISCONSIN,0.3653,24116
55139,WISCONSIN,0.1608,169926
55141,WISCONSIN,0.1535,73274
56001,WYOMING,0.2494,38102
56003,WYOMING,0.3955,11901
56005,WYOMING,0.3315,47708
56007,WYOMING,0.5029,15477
56009,WYOMING,0.2048,13997
56011,WYOMING,0.0328,7410
56013,WYOMING,0.5624,40076
56015,WYOMING,0.3264,13438
56017,WYOMING,0.1229,4680
56019,WYOMING,0.1774,8515
56021,WYOMING,0.2697,97692
56023,WYOMING,0.0809,19011
56025,WYOMING,0.2952,80610
56027,WYOMING,0.336,2448
56029,WYOMING,0.0659,29121
56031,WYOMING,0.0952,8673
56033,WYOMING,0.0895,30012
56035,WYOMING,0.0293,9951
56037,WYOMING,0.3701,44117
56039,WYOMING,0.1127,23059
56041,WYOMING,0.4522,20609
56043,WYOMING,0.3732,8129
56045,WYOMING,0.3475,7100
